Run Date,Plate,Well,Control State,Raw Data (RFU),Raw Data (RFU) Z'-factor
11/16/21,15124-DR-L02,A02,negative control,29549,0.32
11/16/21,15124-DR-L02,A24,negative control,25181,0.32
11/16/21,15124-DR-L02,B02,negative control,27439,0.32
11/16/21,15124-DR-L02,B24,negative control,25582,0.32
11/16/21,15124-DR-L02,C02,negative control,30052,0.32
11/16/21,15124-DR-L02,C24,negative control,25197,0.32
11/16/21,15124-DR-L02,D02,negative control,28483,0.32
11/16/21,15124-DR-L02,D24,negative control,25573,0.32
11/16/21,15124-DR-L02,E02,negative control,30741,0.32
11/16/21,15124-DR-L02,E24,negative control,26672,0.32
11/16/21,15124-DR-L02,F02,negative control,29467,0.32
11/16/21,15124-DR-L02,F24,negative control,26951,0.32
11/16/21,15124-DR-L02,G02,negative control,31157,0.32
11/16/21,15124-DR-L02,G24,negative control,27984,0.32
11/16/21,15124-DR-L02,H02,negative control,28177,0.32
11/16/21,15124-DR-L02,H24,negative control,28009,0.32
11/16/21,15124-DR-L02,I02,negative control,32386,0.32
11/16/21,15124-DR-L02,I24,negative control,28238,0.32
11/16/21,15124-DR-L02,J02,negative control,27949,0.32
11/16/21,15124-DR-L02,J24,negative control,27735,0.32
11/16/21,15124-DR-L02,K02,negative control,32307,0.32
11/16/21,15124-DR-L02,K24,negative control,27753,0.32
11/16/21,15124-DR-L02,L02,negative control,29699,0.32
11/16/21,15124-DR-L02,L24,negative control,26847,0.32
11/16/21,15124-DR-L02,M02,negative control,31390,0.32
11/16/21,15124-DR-L02,M24,negative control,27196,0.32
11/16/21,15124-DR-L02,N02,negative control,19738,0.32
11/16/21,15124-DR-L02,N24,negative control,25603,0.32
11/16/21,15124-DR-L02,O02,negative control,32832,0.32
11/16/21,15124-DR-L02,O24,negative control,27023,0.32
11/16/21,15124-DR-L02,P02,negative control,28979,0.32
11/16/21,15124-DR-L02,P24,negative control,26212,0.32
11/09/21,15029-DR01,A02,negative control,30309,0.48
11/09/21,15029-DR01,A24,negative control,30304,0.48
11/09/21,15029-DR01,B02,negative control,30060,0.48
11/09/21,15029-DR01,B24,negative control,30514,0.48
11/09/21,15029-DR01,C02,negative control,27555,0.48
11/09/21,15029-DR01,C24,negative control,32482,0.48
11/09/21,15029-DR01,D02,negative control,31705,0.48
11/09/21,15029-DR01,D24,negative control,32859,0.48
11/09/21,15029-DR01,E02,negative control,30492,0.48
11/09/21,15029-DR01,E24,negative control,31701,0.48
11/09/21,15029-DR01,F02,negative control,30288,0.48
11/09/21,15029-DR01,F24,negative control,31093,0.48
11/09/21,15029-DR01,G02,negative control,29417,0.48
11/09/21,15029-DR01,G24,negative control,32833,0.48
11/09/21,15029-DR01,H02,negative control,31572,0.48
11/09/21,15029-DR01,H24,negative control,33013,0.48
11/09/21,15029-DR01,I02,negative control,35476,0.48
11/09/21,15029-DR01,I24,negative control,33611,0.48
11/09/21,15029-DR01,J02,negative control,31937,0.48
11/09/21,15029-DR01,J24,negative control,33991,0.48
11/09/21,15029-DR01,K02,negative control,51469,0.48
11/09/21,15029-DR01,K24,negative control,34756,0.48
11/09/21,15029-DR01,L02,negative control,32673,0.48
11/09/21,15029-DR01,L24,negative control,34446,0.48
11/09/21,15029-DR01,M02,negative control,40695,0.48
11/09/21,15029-DR01,M24,negative control,32867,0.48
11/09/21,15029-DR01,N02,negative control,36558,0.48
11/09/21,15029-DR01,N24,negative control,32950,0.48
11/09/21,15029-DR01,O02,negative control,28809,0.48
11/09/21,15029-DR01,O24,negative control,31770,0.48
11/09/21,15029-DR01,P02,negative control,30471,0.48
11/09/21,15029-DR01,P24,negative control,32246,0.48
11/09/21,15029-DR02,A02,negative control,31947,0.68
11/09/21,15029-DR02,A24,negative control,28542,0.68
11/09/21,15029-DR02,B02,negative control,28051,0.68
11/09/21,15029-DR02,B24,negative control,28614,0.68
11/09/21,15029-DR02,C02,negative control,33261,0.68
11/09/21,15029-DR02,C24,negative control,29144,0.68
11/09/21,15029-DR02,D02,negative control,28748,0.68
11/09/21,15029-DR02,D24,negative control,29036,0.68
11/09/21,15029-DR02,E02,negative control,31389,0.68
11/09/21,15029-DR02,E24,negative control,29495,0.68
11/09/21,15029-DR02,F02,negative control,29337,0.68
11/09/21,15029-DR02,F24,negative control,30628,0.68
11/09/21,15029-DR02,G02,negative control,32504,0.68
11/09/21,15029-DR02,G24,negative control,29374,0.68
11/09/21,15029-DR02,H02,negative control,31807,0.68
11/09/21,15029-DR02,H24,negative control,30753,0.68
11/09/21,15029-DR02,I02,negative control,32894,0.68
11/09/21,15029-DR02,I24,negative control,31200,0.68
11/09/21,15029-DR02,J02,negative control,29501,0.68
11/09/21,15029-DR02,J24,negative control,30701,0.68
11/09/21,15029-DR02,K02,negative control,33387,0.68
11/09/21,15029-DR02,K24,negative control,35629,0.68
11/09/21,15029-DR02,L02,negative control,33726,0.68
11/09/21,15029-DR02,L24,negative control,36113,0.68
11/09/21,15029-DR02,M02,negative control,37591,0.68
11/09/21,15029-DR02,M24,negative control,31802,0.68
11/09/21,15029-DR02,N02,negative control,28730,0.68
11/09/21,15029-DR02,N24,negative control,31883,0.68
11/09/21,15029-DR02,O02,negative control,31454,0.68
11/09/21,15029-DR02,O24,negative control,30328,0.68
11/09/21,15029-DR02,P02,negative control,29681,0.68
11/09/21,15029-DR02,P24,negative control,29675,0.68
11/09/21,15029-DR03,A02,negative control,31481,0.64
11/09/21,15029-DR03,A24,negative control,28766,0.64
11/09/21,15029-DR03,B02,negative control,31326,0.64
11/09/21,15029-DR03,B24,negative control,30369,0.64
11/09/21,15029-DR03,C02,negative control,31461,0.64
11/09/21,15029-DR03,C24,negative control,30053,0.64
11/09/21,15029-DR03,D02,negative control,28893,0.64
11/09/21,15029-DR03,D24,negative control,28753,0.64
11/09/21,15029-DR03,E02,negative control,32337,0.64
11/09/21,15029-DR03,E24,negative control,29682,0.64
11/09/21,15029-DR03,F02,negative control,30115,0.64
11/09/21,15029-DR03,F24,negative control,30070,0.64
11/09/21,15029-DR03,G02,negative control,33965,0.64
11/09/21,15029-DR03,G24,negative control,30704,0.64
11/09/21,15029-DR03,H02,negative control,28712,0.64
11/09/21,15029-DR03,H24,negative control,30584,0.64
11/09/21,15029-DR03,I02,negative control,32374,0.64
11/09/21,15029-DR03,I24,negative control,30401,0.64
11/09/21,15029-DR03,J02,negative control,33283,0.64
11/09/21,15029-DR03,J24,negative control,23397,0.64
11/09/21,15029-DR03,K02,negative control,37885,0.64
11/09/21,15029-DR03,K24,negative control,34287,0.64
11/09/21,15029-DR03,L02,negative control,36519,0.64
11/09/21,15029-DR03,L24,negative control,34220,0.64
11/09/21,15029-DR03,M02,negative control,32571,0.64
11/09/21,15029-DR03,M24,negative control,32425,0.64
11/09/21,15029-DR03,N02,negative control,32021,0.64
11/09/21,15029-DR03,N24,negative control,32716,0.64
11/09/21,15029-DR03,O02,negative control,32814,0.64
11/09/21,15029-DR03,O24,negative control,29806,0.64
11/09/21,15029-DR03,P02,negative control,30142,0.64
11/09/21,15029-DR03,P24,negative control,30151,0.64
11/04/21,14974-DR05,A02,negative control,50824,0.85
11/04/21,14974-DR05,A24,negative control,51286,0.85
11/04/21,14974-DR05,B02,negative control,52942,0.85
11/04/21,14974-DR05,B24,negative control,51870,0.85
11/04/21,14974-DR05,C02,negative control,49085,0.85
11/04/21,14974-DR05,C24,negative control,48531,0.85
11/04/21,14974-DR05,D02,negative control,52303,0.85
11/04/21,14974-DR05,D24,negative control,48450,0.85
11/04/21,14974-DR05,E02,negative control,50871,0.85
11/04/21,14974-DR05,E24,negative control,53877,0.85
11/04/21,14974-DR05,F02,negative control,51434,0.85
11/04/21,14974-DR05,F24,negative control,54395,0.85
11/04/21,14974-DR05,G02,negative control,52742,0.85
11/04/21,14974-DR05,G24,negative control,54151,0.85
11/04/21,14974-DR05,H02,negative control,52417,0.85
11/04/21,14974-DR05,H24,negative control,53671,0.85
11/04/21,14974-DR05,I02,negative control,51093,0.85
11/04/21,14974-DR05,I24,negative control,53044,0.85
11/04/21,14974-DR05,J02,negative control,52521,0.85
11/04/21,14974-DR05,J24,negative control,53512,0.85
11/04/21,14974-DR05,K02,negative control,54723,0.85
11/04/21,14974-DR05,K24,negative control,53856,0.85
11/04/21,14974-DR05,L02,negative control,51698,0.85
11/04/21,14974-DR05,L24,negative control,53187,0.85
11/04/21,14974-DR05,M02,negative control,50990,0.85
11/04/21,14974-DR05,M24,negative control,52119,0.85
11/04/21,14974-DR05,N02,negative control,50393,0.85
11/04/21,14974-DR05,N24,negative control,51997,0.85
11/04/21,14974-DR05,O02,negative control,50869,0.85
11/04/21,14974-DR05,O24,negative control,53878,0.85
11/04/21,14974-DR05,P02,negative control,52381,0.85
11/04/21,14974-DR05,P24,negative control,53570,0.85
11/01/21,14974-DR01,A02,negative control,37618,0.73
11/01/21,14974-DR01,A24,negative control,35882,0.73
11/01/21,14974-DR01,B02,negative control,39561,0.73
11/01/21,14974-DR01,B24,negative control,35957,0.73
11/01/21,14974-DR01,C02,negative control,37036,0.73
11/01/21,14974-DR01,C24,negative control,40745,0.73
11/01/21,14974-DR01,D02,negative control,36937,0.73
11/01/21,14974-DR01,D24,negative control,41221,0.73
11/01/21,14974-DR01,E02,negative control,38930,0.73
11/01/21,14974-DR01,E24,negative control,36419,0.73
11/01/21,14974-DR01,F02,negative control,35000,0.73
11/01/21,14974-DR01,F24,negative control,36503,0.73
11/01/21,14974-DR01,G02,negative control,38032,0.73
11/01/21,14974-DR01,G24,negative control,35148,0.73
11/01/21,14974-DR01,H02,negative control,33009,0.73
11/01/21,14974-DR01,H24,negative control,34356,0.73
11/01/21,14974-DR01,I02,negative control,40012,0.73
11/01/21,14974-DR01,I24,negative control,38604,0.73
11/01/21,14974-DR01,J02,negative control,39708,0.73
11/01/21,14974-DR01,J24,negative control,38216,0.73
11/01/21,14974-DR01,K02,negative control,42163,0.73
11/01/21,14974-DR01,K24,negative control,39946,0.73
11/01/21,14974-DR01,L02,negative control,37486,0.73
11/01/21,14974-DR01,L24,negative control,38872,0.73
11/01/21,14974-DR01,M02,negative control,42128,0.73
11/01/21,14974-DR01,M24,negative control,36330,0.73
11/01/21,14974-DR01,N02,negative control,34911,0.73
11/01/21,14974-DR01,N24,negative control,35984,0.73
11/01/21,14974-DR01,O02,negative control,38366,0.73
11/01/21,14974-DR01,O24,negative control,36150,0.73
11/01/21,14974-DR01,P02,negative control,35114,0.73
11/01/21,14974-DR01,P24,negative control,36239,0.73
11/01/21,14974-DR02,A02,negative control,41382,0.76
11/01/21,14974-DR02,A24,negative control,39696,0.76
11/01/21,14974-DR02,B02,negative control,37992,0.76
11/01/21,14974-DR02,B24,negative control,39185,0.76
11/01/21,14974-DR02,C02,negative control,37264,0.76
11/01/21,14974-DR02,C24,negative control,35387,0.76
11/01/21,14974-DR02,D02,negative control,34931,0.76
11/01/21,14974-DR02,D24,negative control,36175,0.76
11/01/21,14974-DR02,E02,negative control,34225,0.76
11/01/21,14974-DR02,E24,negative control,35675,0.76
11/01/21,14974-DR02,F02,negative control,34601,0.76
11/01/21,14974-DR02,F24,negative control,36084,0.76
11/01/21,14974-DR02,G02,negative control,35707,0.76
11/01/21,14974-DR02,G24,negative control,35634,0.76
11/01/21,14974-DR02,H02,negative control,36422,0.76
11/01/21,14974-DR02,H24,negative control,35888,0.76
11/01/21,14974-DR02,I02,negative control,42100,0.76
11/01/21,14974-DR02,I24,negative control,40068,0.76
11/01/21,14974-DR02,J02,negative control,39506,0.76
11/01/21,14974-DR02,J24,negative control,40405,0.76
11/01/21,14974-DR02,K02,negative control,40354,0.76
11/01/21,14974-DR02,K24,negative control,39850,0.76
11/01/21,14974-DR02,L02,negative control,39404,0.76
11/01/21,14974-DR02,L24,negative control,39701,0.76
11/01/21,14974-DR02,M02,negative control,37439,0.76
11/01/21,14974-DR02,M24,negative control,37224,0.76
11/01/21,14974-DR02,N02,negative control,35807,0.76
11/01/21,14974-DR02,N24,negative control,37353,0.76
11/01/21,14974-DR02,O02,negative control,37578,0.76
11/01/21,14974-DR02,O24,negative control,37728,0.76
11/01/21,14974-DR02,P02,negative control,35889,0.76
11/01/21,14974-DR02,P24,negative control,37584,0.76
11/01/21,14974-DR04,A02,negative control,41418,0.83
11/01/21,14974-DR04,A24,negative control,39447,0.83
11/01/21,14974-DR04,B02,negative control,39048,0.83
11/01/21,14974-DR04,B24,negative control,39532,0.83
11/01/21,14974-DR04,C02,negative control,38238,0.83
11/01/21,14974-DR04,C24,negative control,36664,0.83
11/01/21,14974-DR04,D02,negative control,37123,0.83
11/01/21,14974-DR04,D24,negative control,36833,0.83
11/01/21,14974-DR04,E02,negative control,38104,0.83
11/01/21,14974-DR04,E24,negative control,37033,0.83
11/01/21,14974-DR04,F02,negative control,36736,0.83
11/01/21,14974-DR04,F24,negative control,37290,0.83
11/01/21,14974-DR04,G02,negative control,38576,0.83
11/01/21,14974-DR04,G24,negative control,37278,0.83
11/01/21,14974-DR04,H02,negative control,37960,0.83
11/01/21,14974-DR04,H24,negative control,37277,0.83
11/01/21,14974-DR04,I02,negative control,41182,0.83
11/01/21,14974-DR04,I24,negative control,39017,0.83
11/01/21,14974-DR04,J02,negative control,42517,0.83
11/01/21,14974-DR04,J24,negative control,39244,0.83
11/01/21,14974-DR04,K02,negative control,42145,0.83
11/01/21,14974-DR04,K24,negative control,39789,0.83
11/01/21,14974-DR04,L02,negative control,40177,0.83
11/01/21,14974-DR04,L24,negative control,39545,0.83
11/01/21,14974-DR04,M02,negative control,39763,0.83
11/01/21,14974-DR04,M24,negative control,37513,0.83
11/01/21,14974-DR04,N02,negative control,38397,0.83
11/01/21,14974-DR04,N24,negative control,37514,0.83
11/01/21,14974-DR04,O02,negative control,39677,0.83
11/01/21,14974-DR04,O24,negative control,37966,0.83
11/01/21,14974-DR04,P02,negative control,38218,0.83
11/01/21,14974-DR04,P24,negative control,38361,0.83
11/01/21,14974-DR03,A02,negative control,146390,0.57
11/01/21,14974-DR03,A24,negative control,122687,0.57
11/01/21,14974-DR03,B02,negative control,140873,0.57
11/01/21,14974-DR03,B24,negative control,124221,0.57
11/01/21,14974-DR03,C02,negative control,145288,0.57
11/01/21,14974-DR03,C24,negative control,124424,0.57
11/01/21,14974-DR03,D02,negative control,139843,0.57
11/01/21,14974-DR03,D24,negative control,111508,0.57
11/01/21,14974-DR03,E02,negative control,145046,0.57
11/01/21,14974-DR03,E24,negative control,125782,0.57
11/01/21,14974-DR03,F02,negative control,139725,0.57
11/01/21,14974-DR03,F24,negative control,126371,0.57
11/01/21,14974-DR03,G02,negative control,144051,0.57
11/01/21,14974-DR03,G24,negative control,127043,0.57
11/01/21,14974-DR03,H02,negative control,138165,0.57
11/01/21,14974-DR03,H24,negative control,127516,0.57
11/01/21,14974-DR03,I02,negative control,152495,0.57
11/01/21,14974-DR03,I24,negative control,130424,0.57
11/01/21,14974-DR03,J02,negative control,137260,0.57
11/01/21,14974-DR03,J24,negative control,129663,0.57
11/01/21,14974-DR03,K02,negative control,148828,0.57
11/01/21,14974-DR03,K24,negative control,130095,0.57
11/01/21,14974-DR03,L02,negative control,134574,0.57
11/01/21,14974-DR03,L24,negative control,126203,0.57
11/01/21,14974-DR03,M02,negative control,137398,0.57
11/01/21,14974-DR03,M24,negative control,117356,0.57
11/01/21,14974-DR03,N02,negative control,89744,0.57
11/01/21,14974-DR03,N24,negative control,112338,0.57
11/01/21,14974-DR03,O02,negative control,129320,0.57
11/01/21,14974-DR03,O24,negative control,99185,0.57
11/01/21,14974-DR03,P02,negative control,121037,0.57
11/01/21,14974-DR03,P24,negative control,91480,0.57
10/25/21,14914-DR-01,A02,negative control,37178,0.74
10/25/21,14914-DR-01,A24,negative control,41594,0.74
10/25/21,14914-DR-01,B02,negative control,41287,0.74
10/25/21,14914-DR-01,B24,negative control,41474,0.74
10/25/21,14914-DR-01,C02,negative control,38776,0.74
10/25/21,14914-DR-01,C24,negative control,41485,0.74
10/25/21,14914-DR-01,D02,negative control,39346,0.74
10/25/21,14914-DR-01,D24,negative control,41674,0.74
10/25/21,14914-DR-01,E02,negative control,39455,0.74
10/25/21,14914-DR-01,E24,negative control,41938,0.74
10/25/21,14914-DR-01,F02,negative control,40235,0.74
10/25/21,14914-DR-01,F24,negative control,42058,0.74
10/25/21,14914-DR-01,G02,negative control,37187,0.74
10/25/21,14914-DR-01,G24,negative control,44249,0.74
10/25/21,14914-DR-01,H02,negative control,41000,0.74
10/25/21,14914-DR-01,H24,negative control,43296,0.74
10/25/21,14914-DR-01,I02,negative control,35256,0.74
10/25/21,14914-DR-01,I24,negative control,41446,0.74
10/25/21,14914-DR-01,J02,negative control,42289,0.74
10/25/21,14914-DR-01,J24,negative control,41288,0.74
10/25/21,14914-DR-01,K02,negative control,40444,0.74
10/25/21,14914-DR-01,K24,negative control,42057,0.74
10/25/21,14914-DR-01,L02,negative control,40225,0.74
10/25/21,14914-DR-01,L24,negative control,42146,0.74
10/25/21,14914-DR-01,M02,negative control,37752,0.74
10/25/21,14914-DR-01,M24,negative control,41544,0.74
10/25/21,14914-DR-01,N02,negative control,38845,0.74
10/25/21,14914-DR-01,N24,negative control,42285,0.74
10/25/21,14914-DR-01,O02,negative control,36572,0.74
10/25/21,14914-DR-01,O24,negative control,41228,0.74
10/25/21,14914-DR-01,P02,negative control,40050,0.74
10/25/21,14914-DR-01,P24,negative control,33330,0.74
10/25/21,14914-DR-03,A02,negative control,42827,0.91
10/25/21,14914-DR-03,A24,negative control,42129,0.91
10/25/21,14914-DR-03,B02,negative control,42426,0.91
10/25/21,14914-DR-03,B24,negative control,42179,0.91
10/25/21,14914-DR-03,C02,negative control,41599,0.91
10/25/21,14914-DR-03,C24,negative control,41411,0.91
10/25/21,14914-DR-03,D02,negative control,40628,0.91
10/25/21,14914-DR-03,D24,negative control,42108,0.91
10/25/21,14914-DR-03,E02,negative control,42637,0.91
10/25/21,14914-DR-03,E24,negative control,42328,0.91
10/25/21,14914-DR-03,F02,negative control,41397,0.91
10/25/21,14914-DR-03,F24,negative control,43829,0.91
10/25/21,14914-DR-03,G02,negative control,42516,0.91
10/25/21,14914-DR-03,G24,negative control,43167,0.91
10/25/21,14914-DR-03,H02,negative control,43501,0.91
10/25/21,14914-DR-03,H24,negative control,42488,0.91
10/25/21,14914-DR-03,I02,negative control,41286,0.91
10/25/21,14914-DR-03,I24,negative control,41231,0.91
10/25/21,14914-DR-03,J02,negative control,40905,0.91
10/25/21,14914-DR-03,J24,negative control,41363,0.91
10/25/21,14914-DR-03,K02,negative control,42927,0.91
10/25/21,14914-DR-03,K24,negative control,42072,0.91
10/25/21,14914-DR-03,L02,negative control,41947,0.91
10/25/21,14914-DR-03,L24,negative control,41335,0.91
10/25/21,14914-DR-03,M02,negative control,42489,0.91
10/25/21,14914-DR-03,M24,negative control,41109,0.91
10/25/21,14914-DR-03,N02,negative control,40615,0.91
10/25/21,14914-DR-03,N24,negative control,41844,0.91
10/25/21,14914-DR-03,O02,negative control,42667,0.91
10/25/21,14914-DR-03,O24,negative control,42530,0.91
10/25/21,14914-DR-03,P02,negative control,42221,0.91
10/25/21,14914-DR-03,P24,negative control,41402,0.91
10/25/21,14914-DR-02,A02,negative control,47170,0.88
10/25/21,14914-DR-02,A24,negative control,43641,0.88
10/25/21,14914-DR-02,B02,negative control,44131,0.88
10/25/21,14914-DR-02,B24,negative control,43856,0.88
10/25/21,14914-DR-02,C02,negative control,45448,0.88
10/25/21,14914-DR-02,C24,negative control,43177,0.88
10/25/21,14914-DR-02,D02,negative control,43301,0.88
10/25/21,14914-DR-02,D24,negative control,43308,0.88
10/25/21,14914-DR-02,E02,negative control,45590,0.88
10/25/21,14914-DR-02,E24,negative control,44405,0.88
10/25/21,14914-DR-02,F02,negative control,43551,0.88
10/25/21,14914-DR-02,F24,negative control,45101,0.88
10/25/21,14914-DR-02,G02,negative control,46495,0.88
10/25/21,14914-DR-02,G24,negative control,44873,0.88
10/25/21,14914-DR-02,H02,negative control,44794,0.88
10/25/21,14914-DR-02,H24,negative control,45069,0.88
10/25/21,14914-DR-02,I02,negative control,45102,0.88
10/25/21,14914-DR-02,I24,negative control,43366,0.88
10/25/21,14914-DR-02,J02,negative control,42778,0.88
10/25/21,14914-DR-02,J24,negative control,43623,0.88
10/25/21,14914-DR-02,K02,negative control,46607,0.88
10/25/21,14914-DR-02,K24,negative control,43727,0.88
10/25/21,14914-DR-02,L02,negative control,44583,0.88
10/25/21,14914-DR-02,L24,negative control,43793,0.88
10/25/21,14914-DR-02,M02,negative control,45246,0.88
10/25/21,14914-DR-02,M24,negative control,43112,0.88
10/25/21,14914-DR-02,N02,negative control,42347,0.88
10/25/21,14914-DR-02,N24,negative control,43083,0.88
10/25/21,14914-DR-02,O02,negative control,45693,0.88
10/25/21,14914-DR-02,O24,negative control,43332,0.88
10/25/21,14914-DR-02,P02,negative control,43005,0.88
10/25/21,14914-DR-02,P24,negative control,43689,0.88
10/20/21,14886-DR,A02,negative control,40946,0.86
10/20/21,14886-DR,A24,negative control,38737,0.86
10/20/21,14886-DR,B02,negative control,38525,0.86
10/20/21,14886-DR,B24,negative control,39014,0.86
10/20/21,14886-DR,C02,negative control,40523,0.86
10/20/21,14886-DR,C24,negative control,38068,0.86
10/20/21,14886-DR,D02,negative control,37186,0.86
10/20/21,14886-DR,D24,negative control,37797,0.86
10/20/21,14886-DR,E02,negative control,40559,0.86
10/20/21,14886-DR,E24,negative control,39035,0.86
10/20/21,14886-DR,F02,negative control,39027,0.86
10/20/21,14886-DR,F24,negative control,38781,0.86
10/20/21,14886-DR,G02,negative control,41216,0.86
10/20/21,14886-DR,G24,negative control,39554,0.86
10/20/21,14886-DR,H02,negative control,39434,0.86
10/20/21,14886-DR,H24,negative control,39193,0.86
10/20/21,14886-DR,I02,negative control,41549,0.86
10/20/21,14886-DR,I24,negative control,39256,0.86
10/20/21,14886-DR,J02,negative control,39474,0.86
10/20/21,14886-DR,J24,negative control,38715,0.86
10/20/21,14886-DR,K02,negative control,42235,0.86
10/20/21,14886-DR,K24,negative control,40053,0.86
10/20/21,14886-DR,L02,negative control,40253,0.86
10/20/21,14886-DR,L24,negative control,39961,0.86
10/20/21,14886-DR,M02,negative control,41571,0.86
10/20/21,14886-DR,M24,negative control,39718,0.86
10/20/21,14886-DR,N02,negative control,39762,0.86
10/20/21,14886-DR,N24,negative control,39153,0.86
10/20/21,14886-DR,O02,negative control,39922,0.86
10/20/21,14886-DR,O24,negative control,39752,0.86
10/20/21,14886-DR,P02,negative control,39024,0.86
10/20/21,14886-DR,P24,negative control,40340,0.86
10/12/21,14824-DR01,A02,negative control,30254,0.77
10/12/21,14824-DR01,A24,negative control,36470,0.77
10/12/21,14824-DR01,B02,negative control,33565,0.77
10/12/21,14824-DR01,B24,negative control,36985,0.77
10/12/21,14824-DR01,C02,negative control,30054,0.77
10/12/21,14824-DR01,C24,negative control,34838,0.77
10/12/21,14824-DR01,D02,negative control,30607,0.77
10/12/21,14824-DR01,D24,negative control,34462,0.77
10/12/21,14824-DR01,E02,negative control,32904,0.77
10/12/21,14824-DR01,E24,negative control,34674,0.77
10/12/21,14824-DR01,F02,negative control,30737,0.77
10/12/21,14824-DR01,F24,negative control,34044,0.77
10/12/21,14824-DR01,G02,negative control,31109,0.77
10/12/21,14824-DR01,G24,negative control,35100,0.77
10/12/21,14824-DR01,H02,negative control,32007,0.77
10/12/21,14824-DR01,H24,negative control,34384,0.77
10/12/21,14824-DR01,I02,negative control,31935,0.77
10/12/21,14824-DR01,I24,negative control,34851,0.77
10/12/21,14824-DR01,J02,negative control,34028,0.77
10/12/21,14824-DR01,J24,negative control,35059,0.77
10/12/21,14824-DR01,K02,negative control,36431,0.77
10/12/21,14824-DR01,K24,negative control,34039,0.77
10/12/21,14824-DR01,L02,negative control,34712,0.77
10/12/21,14824-DR01,L24,negative control,34226,0.77
10/12/21,14824-DR01,M02,negative control,34433,0.77
10/12/21,14824-DR01,M24,negative control,34015,0.77
10/12/21,14824-DR01,N02,negative control,32984,0.77
10/12/21,14824-DR01,N24,negative control,34095,0.77
10/12/21,14824-DR01,O02,negative control,32360,0.77
10/12/21,14824-DR01,O24,negative control,33940,0.77
10/12/21,14824-DR01,P02,negative control,31301,0.77
10/12/21,14824-DR01,P24,negative control,33956,0.77
10/12/21,14824-DR02,A02,negative control,36218,0.79
10/12/21,14824-DR02,A24,negative control,32570,0.79
10/12/21,14824-DR02,B02,negative control,32522,0.79
10/12/21,14824-DR02,B24,negative control,34004,0.79
10/12/21,14824-DR02,C02,negative control,33752,0.79
10/12/21,14824-DR02,C24,negative control,31349,0.79
10/12/21,14824-DR02,D02,negative control,30560,0.79
10/12/21,14824-DR02,D24,negative control,31955,0.79
10/12/21,14824-DR02,E02,negative control,33211,0.79
10/12/21,14824-DR02,E24,negative control,31560,0.79
10/12/21,14824-DR02,F02,negative control,32056,0.79
10/12/21,14824-DR02,F24,negative control,32008,0.79
10/12/21,14824-DR02,G02,negative control,32914,0.79
10/12/21,14824-DR02,G24,negative control,31529,0.79
10/12/21,14824-DR02,H02,negative control,32289,0.79
10/12/21,14824-DR02,H24,negative control,31607,0.79
10/12/21,14824-DR02,I02,negative control,36995,0.79
10/12/21,14824-DR02,I24,negative control,33543,0.79
10/12/21,14824-DR02,J02,negative control,32700,0.79
10/12/21,14824-DR02,J24,negative control,33367,0.79
10/12/21,14824-DR02,K02,negative control,37045,0.79
10/12/21,14824-DR02,K24,negative control,34164,0.79
10/12/21,14824-DR02,L02,negative control,33847,0.79
10/12/21,14824-DR02,L24,negative control,34167,0.79
10/12/21,14824-DR02,M02,negative control,35689,0.79
10/12/21,14824-DR02,M24,negative control,33610,0.79
10/12/21,14824-DR02,N02,negative control,32389,0.79
10/12/21,14824-DR02,N24,negative control,33305,0.79
10/12/21,14824-DR02,O02,negative control,34023,0.79
10/12/21,14824-DR02,O24,negative control,31768,0.79
10/12/21,14824-DR02,P02,negative control,32834,0.79
10/12/21,14824-DR02,P24,negative control,31587,0.79
10/12/21,14782-Low-DR1,A02,negative control,36353,0.85
10/12/21,14782-Low-DR1,A24,negative control,34958,0.85
10/12/21,14782-Low-DR1,B02,negative control,33462,0.85
10/12/21,14782-Low-DR1,B24,negative control,34656,0.85
10/12/21,14782-Low-DR1,C02,negative control,34490,0.85
10/12/21,14782-Low-DR1,C24,negative control,32670,0.85
10/12/21,14782-Low-DR1,D02,negative control,32163,0.85
10/12/21,14782-Low-DR1,D24,negative control,32724,0.85
10/12/21,14782-Low-DR1,E02,negative control,34217,0.85
10/12/21,14782-Low-DR1,E24,negative control,34018,0.85
10/12/21,14782-Low-DR1,F02,negative control,33549,0.85
10/12/21,14782-Low-DR1,F24,negative control,33238,0.85
10/12/21,14782-Low-DR1,G02,negative control,34954,0.85
10/12/21,14782-Low-DR1,G24,negative control,35090,0.85
10/12/21,14782-Low-DR1,H02,negative control,33360,0.85
10/12/21,14782-Low-DR1,H24,negative control,36305,0.85
10/12/21,14782-Low-DR1,I02,negative control,35740,0.85
10/12/21,14782-Low-DR1,I24,negative control,34452,0.85
10/12/21,14782-Low-DR1,J02,negative control,33069,0.85
10/12/21,14782-Low-DR1,J24,negative control,34557,0.85
10/12/21,14782-Low-DR1,K02,negative control,36703,0.85
10/12/21,14782-Low-DR1,K24,negative control,35412,0.85
10/12/21,14782-Low-DR1,L02,negative control,34303,0.85
10/12/21,14782-Low-DR1,L24,negative control,34478,0.85
10/12/21,14782-Low-DR1,M02,negative control,35574,0.85
10/12/21,14782-Low-DR1,M24,negative control,34012,0.85
10/12/21,14782-Low-DR1,N02,negative control,32492,0.85
10/12/21,14782-Low-DR1,N24,negative control,33938,0.85
