,theta,mean,std,lower,upper
0,theta1,1.1581460721577261,0.07081311213189209,1.0873329600258341,1.2289591842896181
1,theta2,1.8287444094452467,0.08476563187091543,1.7439787775743314,1.913510041316162
2,theta3,0.0012970294867885304,5.3263030145943265e-05,0.0012437664566425871,0.0013502925169344736
3,theta4,0.005521822336165598,0.0002738111273971401,0.005248011208768458,0.005795633463562738
