,theta,mean,std,lower,upper
0,theta1,7.228445110745648,0.40189043448040407,6.826554676265244,7.630335545226052
1,theta2,,,,
2,theta3,0.0018663567898623077,7.977217024363234e-05,0.0017865846196186753,0.0019461289601059402
3,theta4,0.008863458806635338,0.0007255319864255652,0.008137926820209772,0.009588990793060904
