,theta,mean,std,lower,upper
0,theta1,1.1607708737867617,0.07090656825686517,1.0898643055298964,1.231677442043627
1,theta2,1.8295600477045113,0.08483824293870437,1.7447218047658068,1.9143982906432158
2,theta3,0.0012970631183762793,5.328758722999007e-05,0.0012437755311462892,0.0013503507056062693
3,theta4,0.005522265697908535,0.0002736010847325769,0.005248664613175958,0.005795866782641112
