,theta,mean,std,lower,upper
0,theta1,,,,
1,theta2,,,,
2,theta3,0.0018024952281562583,1.8802119839997772e-05,0.0017836931083162605,0.001821297347996256
3,theta4,0.006791267493931039,0.00047560325631689957,0.006315664237614139,0.007266870750247938
