,theta,mean,std,lower,upper
0,theta1,,,,
1,theta2,3.7889081324562994,0.13578007296153236,3.653128059494767,3.924688205417832
2,theta3,0.0014351260710471771,4.721243726493217e-05,0.001387913633782245,0.0014823385083121093
3,theta4,0.006272039538023933,0.00018208706688201056,0.006089952471141922,0.006454126604905943
