,theta1,theta3,theta4
0,1.5990011600849376,-6.046985462795016,0.9941145025633406
1,1.5390679299962307,-6.082047808206695,1.096745692777501
2,-3.750518152175124,-6.026636243110857,0.9382036399205695
3,1.6549752109467806,-6.094760938277699,0.9711537508867492
4,1.212917279918658,-6.080052082671984,1.0520623226355645
5,1.1725235473566518,-6.12669195585488,0.9628445232879588
6,-2.5963951830369747,-6.07916437808299,1.00500269854905
7,1.2812399759796758,-6.104189313310845,1.0118798666179842
8,-0.27851365683544266,-6.115282780355799,1.006506537647436
9,-1.4068160913736962,-6.087502283193504,0.8733458338304247
10,0.37721615405854225,-6.079342960813344,0.9990938518300948
11,1.5873258751905293,-6.075337303080502,1.1406476781233328
12,-0.9804292084707074,-6.075065314343079,0.9183949253718694
13,2.0314827290603574,-6.0761753673741,1.053408266656624
14,1.8253418668861219,-6.080072159894442,1.0186050279158154
15,1.6747230554140622,-6.079219642952826,0.9898414131162119
16,1.042982199578586,-6.0727228173973575,1.0021624616843983
17,0.10752850864969601,-6.091011823496927,1.0470391657980984
18,-0.938736662499171,-6.090790268726976,0.9399439738096468
19,2.59225898149396,-6.085727714107554,1.0554830483334419
20,-0.533849700023479,-6.062626017511738,0.9910192387999631
21,-0.4099159337048987,-6.090261057108053,0.9852037018156551
22,0.622529463927092,-6.089397998727551,1.018376243641175
23,2.0712769748066098,-6.051763512694424,1.0811872052374873
24,0.3972691958731677,-6.060345043671666,1.0763780786208255
25,-1.0716143606496096,-6.075079406090196,0.9827302261026668
26,-1.7696934416585048,-6.0737925118061185,0.9749395231740697
27,0.08862701947500488,-6.051085338968254,1.0501060321020572
28,-0.41855541951851477,-6.082574314059026,1.0506469812933623
29,1.7415628399852294,-6.090423475060256,1.1347745896126131
30,0.3412163320433105,-6.095508540571883,0.9507442426213631
31,-1.1725223931853692,-6.080803176084015,0.9604113484465985
32,-0.8140888935762897,-6.047069074966065,1.086010943278529
33,0.7966127489026453,-6.071880347901094,1.0198860269578702
34,-1.0103440266896644,-6.11064955991592,1.0404464981683335
35,1.2686732163380967,-6.059053412458609,1.1191353331133156
36,1.7354593748017684,-6.094657370235676,0.9751378740339653
37,-1.5409786102480059,-6.056405363135687,0.9689406207111853
38,0.43817868877085936,-6.073166407069356,1.1413100901644109
39,1.3170309807791263,-6.086557668183593,1.072208261777211
40,1.5099241684290832,-6.110246836229527,1.065046590939596
41,-0.7455022629591391,-6.050038221114911,1.069926267199746
42,-0.4152625037274414,-6.050896438375426,1.0584251810148482
43,-0.45632384375674534,-6.054910167833943,1.0534859162114865
44,0.24219998227205564,-6.059809188980387,1.035992960148963
45,1.6386738291137453,-6.123064540809729,1.0533641545734072
46,2.560856318658513,-6.079423052247074,1.1155260174525317
47,-0.40604259845766816,-6.068579719449259,0.9395243232326284
48,-0.6712558060388979,-6.097956703262843,0.9928955902614846
49,-0.6198105083799406,-6.062224978041345,0.9541454998112056
50,1.4600338998024134,-6.081845551924207,1.1434085337827924
51,-0.08063593955863249,-6.068195257315817,1.0380074605154361
52,1.2169618796788324,-6.058831506389422,1.0049287127303652
53,-1.3228693712819202,-6.045418476727496,1.013847835719553
54,0.020610258792289112,-6.099021377888402,1.1006774974826088
55,1.0622155312911736,-6.081632800785468,1.0542380285968604
56,2.167285170653409,-6.073667241972938,0.9677457871808195
57,-1.4252102334285346,-6.060557979331816,0.9568530416438269
58,-2.1455531861679966,-6.050368036197008,0.960697132807827
59,-2.0635574806212027,-6.047460337444439,1.0084221404812983
60,-1.7082204802408405,-6.056774232368249,1.0195016497153848
61,-0.6402181844124184,-6.053000133041184,0.9148484309754598
62,-0.13314756504129346,-6.1151029501700895,0.9106907412890456
63,0.3829688675148653,-6.065312709029469,0.9882053715723558
64,-2.4945544301174927,-6.028313565688589,0.9456196030705155
65,-0.1622925133896639,-6.086649170103102,1.0377649176002386
66,-1.554106370567813,-6.041443839839576,0.8779879053395924
67,0.5341442817302654,-6.067728949913207,1.0124726626697196
68,-1.2245000746537766,-6.095738586703428,0.9224557792891808
69,2.4639724985754814,-6.093244241151954,1.0320729616321502
70,-0.3088319170262163,-6.082071465780151,1.004611191879029
71,2.093712888883586,-6.078162799245602,1.0627045290620722
72,0.14535788180869197,-6.109352399001093,0.9557846679621504
73,-1.6206319553647688,-6.06169176929321,0.951999943641619
74,0.08992176278897333,-6.0728201879278485,1.0264681925438548
75,2.495744576349163,-6.063600602776387,1.0561941762427491
76,1.9842641564830332,-6.088644632252294,1.0866332481508787
