,theta1,theta3,theta4
0,2.7316989657125523,-6.024513827854627,0.9898764883775721
1,2.492920415300991,-6.083128209992368,1.171543965524626
2,-6.630689364913159,-5.989303278009604,0.9002006434380588
3,2.768180154411123,-6.108337887539659,0.9486546319698137
4,2.080623793042034,-6.083135486289482,1.092758217470839
5,2.1542709081649787,-6.1678111970388665,0.9443212645500304
6,-4.496126683366778,-6.081698420495877,1.009403426480655
7,2.203468302990111,-6.12466933910829,1.0227929454092657
8,-0.5681393530929255,-6.142252975260227,1.0075463199754748
9,-2.779225819629389,-6.089958019093437,0.7903349730316261
10,0.6487262669380123,-6.0818158649925955,0.9981628029719484
11,2.6592294639122365,-6.074395062132313,1.267284595758795
12,-1.8769544926944604,-6.07184579632428,0.8600801054142596
13,3.473508388942966,-6.075678728935229,1.0940805016624728
14,3.1730615122978385,-6.0831337737288695,1.0334486722399991
15,2.9083390332399,-6.081668165215628,0.9827931070229965
16,1.7846931746334351,-6.070436919176089,1.0038109448730386
17,0.1619233712721731,-6.102061521265352,1.0823021907141173
18,-1.6728847356474155,-6.10140719659584,0.8983758148667513
19,4.374506612982664,-6.091895587305371,1.096754633551899
20,-0.9316204967093984,-6.0528360912741945,0.9846363141752327
21,-0.6984971622651862,-6.101392369388967,0.9753946141743154
22,1.0507351870367936,-6.098402158046687,1.0323779618273188
23,3.5548353846482734,-6.033661040173,1.1476540905774573
24,0.718389742846676,-6.049197630643465,1.1452356430377553
25,-1.8710998114305153,-6.074195313987538,0.970424779778677
26,-3.0809373930670207,-6.0722495264077985,0.9563135144309179
27,0.09110540557690587,-6.033327844739149,1.0831834516201062
28,-0.7419501866933198,-6.088027658388759,1.0878853947952019
29,3.0264735228759454,-6.107203210098405,1.2479855924995302
30,0.6694822234802983,-6.11166358918702,0.9215269264413338
31,-2.0110855152653877,-6.085178542838807,0.9335077276615947
32,-1.4698197980007273,-6.026950926122729,1.1546032246836195
33,1.3758800057673857,-6.068749470782897,1.0342064363054733
34,-1.774567017003668,-6.137744672347014,1.077460479514918
35,2.22167963585037,-6.046025621936924,1.2383830248327516
36,2.9970674090107443,-6.108648393027436,0.957371003804104
37,-2.765288311134713,-6.040698644186545,0.9442297279264826
38,0.6619785373042776,-6.069549223899101,1.273959455473424
39,2.2050283224075917,-6.092720725864983,1.1302855425758878
40,2.4642756988075174,-6.133201654770585,1.111399949533393
41,-1.2646806874527299,-6.033267572939125,1.1292076218072886
42,-0.7224296038364936,-6.034437672264181,1.1015052284473732
43,-0.6786422409245425,-6.0419806270436425,1.102063078593015
44,0.4162035699703617,-6.0484542995324,1.0640387489738732
45,2.742649126766348,-6.156671207747785,1.0946681025903156
46,4.406465113842966,-6.081448520140506,1.2234714842090997
47,-0.8656831506853018,-6.060461562265176,0.8934935592412276
