,theta,mean,std,lower,upper
0,theta1,0.10744149345656762,0.003914059569423793,0.10352743388714382,0.11135555302599141
1,theta2,1.8387805393887837,0.09025448996511784,1.7485260494236659,1.9290350293539016
2,theta3,0.0013596350870710761,2.9167258308109267e-05,0.0013304678287629668,0.0013888023453791855
3,theta4,0.005761741866237745,0.00024990372432260574,0.005511838141915139,0.00601164559056035
