,theta,mean,std,lower,upper
0,theta1,0.10654555309912568,0.003831928865670238,0.10271362423345544,0.11037748196479592
1,theta2,1.8370643840393324,0.09018243844002066,1.7468819455993116,1.927246822479353
2,theta3,0.0013596408500720367,2.919526857093684e-05,0.0013304455815010999,0.0013888361186429735
3,theta4,0.005761582226388702,0.0002500766542000558,0.005511505572188647,0.006011658880588758
