Run Date,Plate,Well,Control State,Raw Data (RFU),Raw Data (RFU) Z'-factor
11/16/21,15124-DR-L02,A01,positive control (hit),4977,0.32
11/16/21,15124-DR-L02,A23,positive control (hit),5361,0.32
11/16/21,15124-DR-L02,B01,positive control (hit),4962,0.32
11/16/21,15124-DR-L02,B23,positive control (hit),5383,0.32
11/16/21,15124-DR-L02,C01,positive control (hit),5176,0.32
11/16/21,15124-DR-L02,C23,positive control (hit),5092,0.32
11/16/21,15124-DR-L02,D01,positive control (hit),5096,0.32
11/16/21,15124-DR-L02,D23,positive control (hit),5222,0.32
11/16/21,15124-DR-L02,E01,positive control (hit),5336,0.32
11/16/21,15124-DR-L02,E23,positive control (hit),5168,0.32
11/16/21,15124-DR-L02,F01,positive control (hit),5290,0.32
11/16/21,15124-DR-L02,F23,positive control (hit),5168,0.32
11/16/21,15124-DR-L02,G01,positive control (hit),5465,0.32
11/16/21,15124-DR-L02,G23,positive control (hit),5252,0.32
11/16/21,15124-DR-L02,H01,positive control (hit),5405,0.32
11/16/21,15124-DR-L02,H23,positive control (hit),5303,0.32
11/16/21,15124-DR-L02,I01,positive control (hit),5487,0.32
11/16/21,15124-DR-L02,I23,positive control (hit),5052,0.32
11/16/21,15124-DR-L02,J01,positive control (hit),5366,0.32
11/16/21,15124-DR-L02,J23,positive control (hit),5095,0.32
11/16/21,15124-DR-L02,K01,positive control (hit),5471,0.32
11/16/21,15124-DR-L02,K23,positive control (hit),5164,0.32
11/16/21,15124-DR-L02,L01,positive control (hit),5307,0.32
11/16/21,15124-DR-L02,L23,positive control (hit),5219,0.32
11/16/21,15124-DR-L02,M01,positive control (hit),5266,0.32
11/16/21,15124-DR-L02,M23,positive control (hit),4915,0.32
11/16/21,15124-DR-L02,N01,positive control (hit),5341,0.32
11/16/21,15124-DR-L02,N23,positive control (hit),4919,0.32
11/16/21,15124-DR-L02,O01,positive control (hit),5682,0.32
11/16/21,15124-DR-L02,O23,positive control (hit),4880,0.32
11/16/21,15124-DR-L02,P01,positive control (hit),19007,0.32
11/16/21,15124-DR-L02,P23,positive control (hit),4746,0.32
11/09/21,15029-DR01,A01,positive control (hit),7644,0.48
11/09/21,15029-DR01,A23,positive control (hit),7248,0.48
11/09/21,15029-DR01,B01,positive control (hit),7117,0.48
11/09/21,15029-DR01,B23,positive control (hit),7214,0.48
11/09/21,15029-DR01,C01,positive control (hit),7549,0.48
11/09/21,15029-DR01,C23,positive control (hit),7237,0.48
11/09/21,15029-DR01,D01,positive control (hit),6830,0.48
11/09/21,15029-DR01,D23,positive control (hit),7029,0.48
11/09/21,15029-DR01,E01,positive control (hit),7782,0.48
11/09/21,15029-DR01,E23,positive control (hit),7191,0.48
11/09/21,15029-DR01,F01,positive control (hit),6872,0.48
11/09/21,15029-DR01,F23,positive control (hit),7076,0.48
11/09/21,15029-DR01,G01,positive control (hit),7480,0.48
11/09/21,15029-DR01,G23,positive control (hit),7137,0.48
11/09/21,15029-DR01,H01,positive control (hit),6929,0.48
11/09/21,15029-DR01,H23,positive control (hit),7138,0.48
11/09/21,15029-DR01,I01,positive control (hit),7184,0.48
11/09/21,15029-DR01,I23,positive control (hit),7620,0.48
11/09/21,15029-DR01,J01,positive control (hit),7060,0.48
11/09/21,15029-DR01,J23,positive control (hit),7348,0.48
11/09/21,15029-DR01,K01,positive control (hit),7848,0.48
11/09/21,15029-DR01,K23,positive control (hit),7244,0.48
11/09/21,15029-DR01,L01,positive control (hit),7004,0.48
11/09/21,15029-DR01,L23,positive control (hit),7294,0.48
11/09/21,15029-DR01,M01,positive control (hit),7278,0.48
11/09/21,15029-DR01,M23,positive control (hit),7156,0.48
11/09/21,15029-DR01,N01,positive control (hit),6872,0.48
11/09/21,15029-DR01,N23,positive control (hit),7181,0.48
11/09/21,15029-DR01,O01,positive control (hit),7482,0.48
11/09/21,15029-DR01,O23,positive control (hit),7154,0.48
11/09/21,15029-DR01,P01,positive control (hit),6797,0.48
11/09/21,15029-DR01,P23,positive control (hit),7213,0.48
11/09/21,15029-DR02,A01,positive control (hit),7605,0.68
11/09/21,15029-DR02,A23,positive control (hit),6938,0.68
11/09/21,15029-DR02,B01,positive control (hit),6772,0.68
11/09/21,15029-DR02,B23,positive control (hit),7105,0.68
11/09/21,15029-DR02,C01,positive control (hit),7438,0.68
11/09/21,15029-DR02,C23,positive control (hit),7005,0.68
11/09/21,15029-DR02,D01,positive control (hit),6878,0.68
11/09/21,15029-DR02,D23,positive control (hit),6889,0.68
11/09/21,15029-DR02,E01,positive control (hit),7494,0.68
11/09/21,15029-DR02,E23,positive control (hit),6844,0.68
11/09/21,15029-DR02,F01,positive control (hit),7137,0.68
11/09/21,15029-DR02,F23,positive control (hit),6871,0.68
11/09/21,15029-DR02,G01,positive control (hit),7568,0.68
11/09/21,15029-DR02,G23,positive control (hit),7026,0.68
11/09/21,15029-DR02,H01,positive control (hit),6886,0.68
11/09/21,15029-DR02,H23,positive control (hit),7287,0.68
11/09/21,15029-DR02,I01,positive control (hit),7528,0.68
11/09/21,15029-DR02,I23,positive control (hit),7158,0.68
11/09/21,15029-DR02,J01,positive control (hit),6940,0.68
11/09/21,15029-DR02,J23,positive control (hit),7169,0.68
11/09/21,15029-DR02,K01,positive control (hit),7585,0.68
11/09/21,15029-DR02,K23,positive control (hit),7121,0.68
11/09/21,15029-DR02,L01,positive control (hit),6962,0.68
11/09/21,15029-DR02,L23,positive control (hit),7145,0.68
11/09/21,15029-DR02,M01,positive control (hit),7278,0.68
11/09/21,15029-DR02,M23,positive control (hit),6904,0.68
11/09/21,15029-DR02,N01,positive control (hit),6760,0.68
11/09/21,15029-DR02,N23,positive control (hit),6994,0.68
11/09/21,15029-DR02,O01,positive control (hit),7288,0.68
11/09/21,15029-DR02,O23,positive control (hit),6913,0.68
11/09/21,15029-DR02,P01,positive control (hit),6858,0.68
11/09/21,15029-DR02,P23,positive control (hit),6962,0.68
11/09/21,15029-DR03,A01,positive control (hit),7755,0.64
11/09/21,15029-DR03,A23,positive control (hit),7057,0.64
11/09/21,15029-DR03,B01,positive control (hit),7024,0.64
11/09/21,15029-DR03,B23,positive control (hit),6951,0.64
11/09/21,15029-DR03,C01,positive control (hit),7416,0.64
11/09/21,15029-DR03,C23,positive control (hit),7204,0.64
11/09/21,15029-DR03,D01,positive control (hit),6937,0.64
11/09/21,15029-DR03,D23,positive control (hit),7019,0.64
11/09/21,15029-DR03,E01,positive control (hit),7660,0.64
11/09/21,15029-DR03,E23,positive control (hit),6960,0.64
11/09/21,15029-DR03,F01,positive control (hit),6954,0.64
11/09/21,15029-DR03,F23,positive control (hit),6966,0.64
11/09/21,15029-DR03,G01,positive control (hit),7665,0.64
11/09/21,15029-DR03,G23,positive control (hit),7172,0.64
11/09/21,15029-DR03,H01,positive control (hit),6989,0.64
11/09/21,15029-DR03,H23,positive control (hit),7185,0.64
11/09/21,15029-DR03,I01,positive control (hit),7694,0.64
11/09/21,15029-DR03,I23,positive control (hit),7317,0.64
11/09/21,15029-DR03,J01,positive control (hit),7092,0.64
11/09/21,15029-DR03,J23,positive control (hit),7141,0.64
11/09/21,15029-DR03,K01,positive control (hit),7769,0.64
11/09/21,15029-DR03,K23,positive control (hit),7110,0.64
11/09/21,15029-DR03,L01,positive control (hit),7004,0.64
11/09/21,15029-DR03,L23,positive control (hit),7102,0.64
11/09/21,15029-DR03,M01,positive control (hit),7483,0.64
11/09/21,15029-DR03,M23,positive control (hit),7231,0.64
11/09/21,15029-DR03,N01,positive control (hit),6818,0.64
11/09/21,15029-DR03,N23,positive control (hit),6955,0.64
11/09/21,15029-DR03,O01,positive control (hit),7458,0.64
11/09/21,15029-DR03,O23,positive control (hit),6797,0.64
11/09/21,15029-DR03,P01,positive control (hit),6748,0.64
11/09/21,15029-DR03,P23,positive control (hit),6882,0.64
11/04/21,14974-DR05,A01,positive control (hit),12915,0.85
11/04/21,14974-DR05,A23,positive control (hit),12256,0.85
11/04/21,14974-DR05,B01,positive control (hit),11731,0.85
11/04/21,14974-DR05,B23,positive control (hit),12314,0.85
11/04/21,14974-DR05,C01,positive control (hit),12116,0.85
11/04/21,14974-DR05,C23,positive control (hit),12242,0.85
11/04/21,14974-DR05,D01,positive control (hit),11718,0.85
11/04/21,14974-DR05,D23,positive control (hit),12153,0.85
11/04/21,14974-DR05,E01,positive control (hit),12363,0.85
11/04/21,14974-DR05,E23,positive control (hit),12357,0.85
11/04/21,14974-DR05,F01,positive control (hit),11963,0.85
11/04/21,14974-DR05,F23,positive control (hit),12374,0.85
11/04/21,14974-DR05,G01,positive control (hit),12726,0.85
11/04/21,14974-DR05,G23,positive control (hit),12270,0.85
11/04/21,14974-DR05,H01,positive control (hit),11985,0.85
11/04/21,14974-DR05,H23,positive control (hit),12796,0.85
11/04/21,14974-DR05,I01,positive control (hit),12481,0.85
11/04/21,14974-DR05,I23,positive control (hit),12184,0.85
11/04/21,14974-DR05,J01,positive control (hit),12152,0.85
11/04/21,14974-DR05,J23,positive control (hit),12073,0.85
11/04/21,14974-DR05,K01,positive control (hit),13175,0.85
11/04/21,14974-DR05,K23,positive control (hit),12343,0.85
11/04/21,14974-DR05,L01,positive control (hit),11930,0.85
11/04/21,14974-DR05,L23,positive control (hit),12234,0.85
11/04/21,14974-DR05,M01,positive control (hit),12326,0.85
11/04/21,14974-DR05,M23,positive control (hit),12137,0.85
11/04/21,14974-DR05,N01,positive control (hit),11682,0.85
11/04/21,14974-DR05,N23,positive control (hit),12012,0.85
11/04/21,14974-DR05,O01,positive control (hit),11333,0.85
11/04/21,14974-DR05,O23,positive control (hit),12113,0.85
11/04/21,14974-DR05,P01,positive control (hit),12154,0.85
11/04/21,14974-DR05,P23,positive control (hit),12211,0.85
11/01/21,14974-DR01,A01,positive control (hit),8579,0.73
11/01/21,14974-DR01,A23,positive control (hit),7908,0.73
11/01/21,14974-DR01,B01,positive control (hit),7840,0.73
11/01/21,14974-DR01,B23,positive control (hit),7782,0.73
11/01/21,14974-DR01,C01,positive control (hit),8422,0.73
11/01/21,14974-DR01,C23,positive control (hit),7786,0.73
11/01/21,14974-DR01,D01,positive control (hit),7543,0.73
11/01/21,14974-DR01,D23,positive control (hit),7630,0.73
11/01/21,14974-DR01,E01,positive control (hit),8510,0.73
11/01/21,14974-DR01,E23,positive control (hit),7959,0.73
11/01/21,14974-DR01,F01,positive control (hit),8073,0.73
11/01/21,14974-DR01,F23,positive control (hit),7847,0.73
11/01/21,14974-DR01,G01,positive control (hit),8429,0.73
11/01/21,14974-DR01,G23,positive control (hit),7838,0.73
11/01/21,14974-DR01,H01,positive control (hit),7781,0.73
11/01/21,14974-DR01,H23,positive control (hit),7999,0.73
11/01/21,14974-DR01,I01,positive control (hit),8445,0.73
11/01/21,14974-DR01,I23,positive control (hit),7781,0.73
11/01/21,14974-DR01,J01,positive control (hit),7770,0.73
11/01/21,14974-DR01,J23,positive control (hit),7661,0.73
11/01/21,14974-DR01,K01,positive control (hit),8720,0.73
11/01/21,14974-DR01,K23,positive control (hit),7848,0.73
11/01/21,14974-DR01,L01,positive control (hit),8012,0.73
11/01/21,14974-DR01,L23,positive control (hit),7866,0.73
11/01/21,14974-DR01,M01,positive control (hit),8454,0.73
11/01/21,14974-DR01,M23,positive control (hit),7754,0.73
11/01/21,14974-DR01,N01,positive control (hit),7798,0.73
11/01/21,14974-DR01,N23,positive control (hit),7708,0.73
11/01/21,14974-DR01,O01,positive control (hit),8555,0.73
11/01/21,14974-DR01,O23,positive control (hit),7839,0.73
11/01/21,14974-DR01,P01,positive control (hit),7921,0.73
11/01/21,14974-DR01,P23,positive control (hit),7869,0.73
11/01/21,14974-DR02,A01,positive control (hit),8708,0.76
11/01/21,14974-DR02,A23,positive control (hit),8141,0.76
11/01/21,14974-DR02,B01,positive control (hit),7947,0.76
11/01/21,14974-DR02,B23,positive control (hit),8076,0.76
11/01/21,14974-DR02,C01,positive control (hit),8214,0.76
11/01/21,14974-DR02,C23,positive control (hit),8167,0.76
11/01/21,14974-DR02,D01,positive control (hit),7828,0.76
11/01/21,14974-DR02,D23,positive control (hit),8080,0.76
11/01/21,14974-DR02,E01,positive control (hit),8203,0.76
11/01/21,14974-DR02,E23,positive control (hit),8188,0.76
11/01/21,14974-DR02,F01,positive control (hit),8112,0.76
11/01/21,14974-DR02,F23,positive control (hit),8116,0.76
11/01/21,14974-DR02,G01,positive control (hit),8276,0.76
11/01/21,14974-DR02,G23,positive control (hit),7934,0.76
11/01/21,14974-DR02,H01,positive control (hit),7872,0.76
11/01/21,14974-DR02,H23,positive control (hit),7987,0.76
11/01/21,14974-DR02,I01,positive control (hit),8519,0.76
11/01/21,14974-DR02,I23,positive control (hit),8000,0.76
11/01/21,14974-DR02,J01,positive control (hit),7828,0.76
11/01/21,14974-DR02,J23,positive control (hit),8005,0.76
11/01/21,14974-DR02,K01,positive control (hit),8551,0.76
11/01/21,14974-DR02,K23,positive control (hit),8121,0.76
11/01/21,14974-DR02,L01,positive control (hit),7963,0.76
11/01/21,14974-DR02,L23,positive control (hit),8000,0.76
11/01/21,14974-DR02,M01,positive control (hit),8599,0.76
11/01/21,14974-DR02,M23,positive control (hit),8042,0.76
11/01/21,14974-DR02,N01,positive control (hit),7914,0.76
11/01/21,14974-DR02,N23,positive control (hit),8034,0.76
11/01/21,14974-DR02,O01,positive control (hit),8589,0.76
11/01/21,14974-DR02,O23,positive control (hit),8203,0.76
11/01/21,14974-DR02,P01,positive control (hit),8003,0.76
11/01/21,14974-DR02,P23,positive control (hit),8115,0.76
11/01/21,14974-DR04,A01,positive control (hit),8212,0.83
11/01/21,14974-DR04,A23,positive control (hit),7772,0.83
11/01/21,14974-DR04,B01,positive control (hit),7706,0.83
11/01/21,14974-DR04,B23,positive control (hit),7693,0.83
11/01/21,14974-DR04,C01,positive control (hit),8109,0.83
11/01/21,14974-DR04,C23,positive control (hit),7747,0.83
11/01/21,14974-DR04,D01,positive control (hit),7712,0.83
11/01/21,14974-DR04,D23,positive control (hit),7678,0.83
11/01/21,14974-DR04,E01,positive control (hit),8191,0.83
11/01/21,14974-DR04,E23,positive control (hit),7781,0.83
11/01/21,14974-DR04,F01,positive control (hit),7802,0.83
11/01/21,14974-DR04,F23,positive control (hit),7765,0.83
11/01/21,14974-DR04,G01,positive control (hit),8129,0.83
11/01/21,14974-DR04,G23,positive control (hit),7737,0.83
11/01/21,14974-DR04,H01,positive control (hit),7820,0.83
11/01/21,14974-DR04,H23,positive control (hit),7707,0.83
11/01/21,14974-DR04,I01,positive control (hit),8038,0.83
11/01/21,14974-DR04,I23,positive control (hit),7637,0.83
11/01/21,14974-DR04,J01,positive control (hit),7725,0.83
11/01/21,14974-DR04,J23,positive control (hit),7648,0.83
11/01/21,14974-DR04,K01,positive control (hit),8293,0.83
11/01/21,14974-DR04,K23,positive control (hit),7859,0.83
11/01/21,14974-DR04,L01,positive control (hit),7883,0.83
11/01/21,14974-DR04,L23,positive control (hit),7794,0.83
11/01/21,14974-DR04,M01,positive control (hit),8232,0.83
11/01/21,14974-DR04,M23,positive control (hit),7760,0.83
11/01/21,14974-DR04,N01,positive control (hit),7792,0.83
11/01/21,14974-DR04,N23,positive control (hit),7738,0.83
11/01/21,14974-DR04,O01,positive control (hit),8328,0.83
11/01/21,14974-DR04,O23,positive control (hit),7877,0.83
11/01/21,14974-DR04,P01,positive control (hit),7920,0.83
11/01/21,14974-DR04,P23,positive control (hit),7901,0.83
11/01/21,14974-DR03,A01,positive control (hit),14303,0.57
11/01/21,14974-DR03,A23,positive control (hit),10695,0.57
11/01/21,14974-DR03,B01,positive control (hit),13151,0.57
11/01/21,14974-DR03,B23,positive control (hit),10708,0.57
11/01/21,14974-DR03,C01,positive control (hit),13046,0.57
11/01/21,14974-DR03,C23,positive control (hit),10860,0.57
11/01/21,14974-DR03,D01,positive control (hit),13022,0.57
11/01/21,14974-DR03,D23,positive control (hit),11179,0.57
11/01/21,14974-DR03,E01,positive control (hit),13091,0.57
11/01/21,14974-DR03,E23,positive control (hit),11215,0.57
11/01/21,14974-DR03,F01,positive control (hit),13002,0.57
11/01/21,14974-DR03,F23,positive control (hit),14386,0.57
11/01/21,14974-DR03,G01,positive control (hit),13516,0.57
11/01/21,14974-DR03,G23,positive control (hit),11742,0.57
11/01/21,14974-DR03,H01,positive control (hit),13231,0.57
11/01/21,14974-DR03,H23,positive control (hit),11773,0.57
11/01/21,14974-DR03,I01,positive control (hit),13155,0.57
11/01/21,14974-DR03,I23,positive control (hit),12921,0.57
11/01/21,14974-DR03,J01,positive control (hit),12784,0.57
11/01/21,14974-DR03,J23,positive control (hit),11604,0.57
11/01/21,14974-DR03,K01,positive control (hit),14183,0.57
11/01/21,14974-DR03,K23,positive control (hit),12066,0.57
11/01/21,14974-DR03,L01,positive control (hit),12916,0.57
11/01/21,14974-DR03,L23,positive control (hit),11292,0.57
11/01/21,14974-DR03,M01,positive control (hit),12570,0.57
11/01/21,14974-DR03,M23,positive control (hit),11148,0.57
11/01/21,14974-DR03,N01,positive control (hit),12029,0.57
11/01/21,14974-DR03,N23,positive control (hit),9434,0.57
11/01/21,14974-DR03,O01,positive control (hit),12443,0.57
11/01/21,14974-DR03,O23,positive control (hit),8778,0.57
11/01/21,14974-DR03,P01,positive control (hit),12006,0.57
11/01/21,14974-DR03,P23,positive control (hit),8082,0.57
10/25/21,14914-DR-01,A01,positive control (hit),8418,0.74
10/25/21,14914-DR-01,A23,positive control (hit),8208,0.74
10/25/21,14914-DR-01,B01,positive control (hit),7920,0.74
10/25/21,14914-DR-01,B23,positive control (hit),8110,0.74
10/25/21,14914-DR-01,C01,positive control (hit),8805,0.74
10/25/21,14914-DR-01,C23,positive control (hit),8097,0.74
10/25/21,14914-DR-01,D01,positive control (hit),7677,0.74
10/25/21,14914-DR-01,D23,positive control (hit),7902,0.74
10/25/21,14914-DR-01,E01,positive control (hit),8274,0.74
10/25/21,14914-DR-01,E23,positive control (hit),8173,0.74
10/25/21,14914-DR-01,F01,positive control (hit),7860,0.74
10/25/21,14914-DR-01,F23,positive control (hit),8168,0.74
10/25/21,14914-DR-01,G01,positive control (hit),8405,0.74
10/25/21,14914-DR-01,G23,positive control (hit),8002,0.74
10/25/21,14914-DR-01,H01,positive control (hit),8124,0.74
10/25/21,14914-DR-01,H23,positive control (hit),8221,0.74
10/25/21,14914-DR-01,I01,positive control (hit),6778,0.74
10/25/21,14914-DR-01,I23,positive control (hit),7855,0.74
10/25/21,14914-DR-01,J01,positive control (hit),7645,0.74
10/25/21,14914-DR-01,J23,positive control (hit),8010,0.74
10/25/21,14914-DR-01,K01,positive control (hit),8235,0.74
10/25/21,14914-DR-01,K23,positive control (hit),8172,0.74
10/25/21,14914-DR-01,L01,positive control (hit),7437,0.74
10/25/21,14914-DR-01,L23,positive control (hit),7994,0.74
10/25/21,14914-DR-01,M01,positive control (hit),7409,0.74
10/25/21,14914-DR-01,M23,positive control (hit),8052,0.74
10/25/21,14914-DR-01,N01,positive control (hit),7208,0.74
10/25/21,14914-DR-01,N23,positive control (hit),7965,0.74
10/25/21,14914-DR-01,O01,positive control (hit),7454,0.74
10/25/21,14914-DR-01,O23,positive control (hit),8105,0.74
10/25/21,14914-DR-01,P01,positive control (hit),7123,0.74
10/25/21,14914-DR-01,P23,positive control (hit),8041,0.74
10/25/21,14914-DR-03,A01,positive control (hit),8143,0.91
10/25/21,14914-DR-03,A23,positive control (hit),7898,0.91
10/25/21,14914-DR-03,B01,positive control (hit),7617,0.91
10/25/21,14914-DR-03,B23,positive control (hit),7833,0.91
10/25/21,14914-DR-03,C01,positive control (hit),8039,0.91
10/25/21,14914-DR-03,C23,positive control (hit),7961,0.91
10/25/21,14914-DR-03,D01,positive control (hit),7527,0.91
10/25/21,14914-DR-03,D23,positive control (hit),7869,0.91
10/25/21,14914-DR-03,E01,positive control (hit),8059,0.91
10/25/21,14914-DR-03,E23,positive control (hit),7841,0.91
10/25/21,14914-DR-03,F01,positive control (hit),7834,0.91
10/25/21,14914-DR-03,F23,positive control (hit),8002,0.91
10/25/21,14914-DR-03,G01,positive control (hit),8071,0.91
10/25/21,14914-DR-03,G23,positive control (hit),7784,0.91
10/25/21,14914-DR-03,H01,positive control (hit),7722,0.91
10/25/21,14914-DR-03,H23,positive control (hit),7875,0.91
10/25/21,14914-DR-03,I01,positive control (hit),7738,0.91
10/25/21,14914-DR-03,I23,positive control (hit),7697,0.91
10/25/21,14914-DR-03,J01,positive control (hit),7468,0.91
10/25/21,14914-DR-03,J23,positive control (hit),7690,0.91
10/25/21,14914-DR-03,K01,positive control (hit),8105,0.91
10/25/21,14914-DR-03,K23,positive control (hit),7890,0.91
10/25/21,14914-DR-03,L01,positive control (hit),7694,0.91
10/25/21,14914-DR-03,L23,positive control (hit),7820,0.91
10/25/21,14914-DR-03,M01,positive control (hit),7886,0.91
10/25/21,14914-DR-03,M23,positive control (hit),7804,0.91
10/25/21,14914-DR-03,N01,positive control (hit),7556,0.91
10/25/21,14914-DR-03,N23,positive control (hit),7668,0.91
10/25/21,14914-DR-03,O01,positive control (hit),7853,0.91
10/25/21,14914-DR-03,O23,positive control (hit),7800,0.91
10/25/21,14914-DR-03,P01,positive control (hit),7585,0.91
10/25/21,14914-DR-03,P23,positive control (hit),7641,0.91
10/25/21,14914-DR-02,A01,positive control (hit),8358,0.88
10/25/21,14914-DR-02,A23,positive control (hit),7796,0.88
10/25/21,14914-DR-02,B01,positive control (hit),7840,0.88
10/25/21,14914-DR-02,B23,positive control (hit),7755,0.88
10/25/21,14914-DR-02,C01,positive control (hit),8231,0.88
10/25/21,14914-DR-02,C23,positive control (hit),7669,0.88
10/25/21,14914-DR-02,D01,positive control (hit),7691,0.88
10/25/21,14914-DR-02,D23,positive control (hit),7627,0.88
10/25/21,14914-DR-02,E01,positive control (hit),8221,0.88
10/25/21,14914-DR-02,E23,positive control (hit),7674,0.88
10/25/21,14914-DR-02,F01,positive control (hit),7887,0.88
10/25/21,14914-DR-02,F23,positive control (hit),7813,0.88
10/25/21,14914-DR-02,G01,positive control (hit),8248,0.88
10/25/21,14914-DR-02,G23,positive control (hit),7663,0.88
10/25/21,14914-DR-02,H01,positive control (hit),7702,0.88
10/25/21,14914-DR-02,H23,positive control (hit),7833,0.88
10/25/21,14914-DR-02,I01,positive control (hit),7909,0.88
10/25/21,14914-DR-02,I23,positive control (hit),7528,0.88
10/25/21,14914-DR-02,J01,positive control (hit),7484,0.88
10/25/21,14914-DR-02,J23,positive control (hit),7723,0.88
10/25/21,14914-DR-02,K01,positive control (hit),8335,0.88
10/25/21,14914-DR-02,K23,positive control (hit),7790,0.88
10/25/21,14914-DR-02,L01,positive control (hit),7687,0.88
10/25/21,14914-DR-02,L23,positive control (hit),7730,0.88
10/25/21,14914-DR-02,M01,positive control (hit),8108,0.88
10/25/21,14914-DR-02,M23,positive control (hit),7666,0.88
10/25/21,14914-DR-02,N01,positive control (hit),7571,0.88
10/25/21,14914-DR-02,N23,positive control (hit),7625,0.88
10/25/21,14914-DR-02,O01,positive control (hit),8096,0.88
10/25/21,14914-DR-02,O23,positive control (hit),7744,0.88
10/25/21,14914-DR-02,P01,positive control (hit),7595,0.88
10/25/21,14914-DR-02,P23,positive control (hit),7713,0.88
10/20/21,14886-DR,A01,positive control (hit),10042,0.86
10/20/21,14886-DR,A23,positive control (hit),9399,0.86
10/20/21,14886-DR,B01,positive control (hit),9467,0.86
10/20/21,14886-DR,B23,positive control (hit),9496,0.86
10/20/21,14886-DR,C01,positive control (hit),9857,0.86
10/20/21,14886-DR,C23,positive control (hit),9449,0.86
10/20/21,14886-DR,D01,positive control (hit),9354,0.86
10/20/21,14886-DR,D23,positive control (hit),9231,0.86
10/20/21,14886-DR,E01,positive control (hit),10158,0.86
10/20/21,14886-DR,E23,positive control (hit),9673,0.86
10/20/21,14886-DR,F01,positive control (hit),9688,0.86
10/20/21,14886-DR,F23,positive control (hit),9612,0.86
10/20/21,14886-DR,G01,positive control (hit),10392,0.86
10/20/21,14886-DR,G23,positive control (hit),9297,0.86
10/20/21,14886-DR,H01,positive control (hit),9455,0.86
10/20/21,14886-DR,H23,positive control (hit),9401,0.86
10/20/21,14886-DR,I01,positive control (hit),9911,0.86
10/20/21,14886-DR,I23,positive control (hit),9483,0.86
10/20/21,14886-DR,J01,positive control (hit),9644,0.86
10/20/21,14886-DR,J23,positive control (hit),9434,0.86
10/20/21,14886-DR,K01,positive control (hit),10166,0.86
10/20/21,14886-DR,K23,positive control (hit),9601,0.86
10/20/21,14886-DR,L01,positive control (hit),9779,0.86
10/20/21,14886-DR,L23,positive control (hit),9719,0.86
10/20/21,14886-DR,M01,positive control (hit),9978,0.86
10/20/21,14886-DR,M23,positive control (hit),9542,0.86
10/20/21,14886-DR,N01,positive control (hit),9682,0.86
10/20/21,14886-DR,N23,positive control (hit),9477,0.86
10/20/21,14886-DR,O01,positive control (hit),9439,0.86
10/20/21,14886-DR,O23,positive control (hit),9239,0.86
10/20/21,14886-DR,P01,positive control (hit),9453,0.86
10/20/21,14886-DR,P23,positive control (hit),9423,0.86
10/12/21,14824-DR01,A01,positive control (hit),6710,0.77
10/12/21,14824-DR01,A23,positive control (hit),6441,0.77
10/12/21,14824-DR01,B01,positive control (hit),6332,0.77
10/12/21,14824-DR01,B23,positive control (hit),6247,0.77
10/12/21,14824-DR01,C01,positive control (hit),6383,0.77
10/12/21,14824-DR01,C23,positive control (hit),6447,0.77
10/12/21,14824-DR01,D01,positive control (hit),6287,0.77
10/12/21,14824-DR01,D23,positive control (hit),6332,0.77
10/12/21,14824-DR01,E01,positive control (hit),6656,0.77
10/12/21,14824-DR01,E23,positive control (hit),6381,0.77
10/12/21,14824-DR01,F01,positive control (hit),6446,0.77
10/12/21,14824-DR01,F23,positive control (hit),6386,0.77
10/12/21,14824-DR01,G01,positive control (hit),6643,0.77
10/12/21,14824-DR01,G23,positive control (hit),6460,0.77
10/12/21,14824-DR01,H01,positive control (hit),6444,0.77
10/12/21,14824-DR01,H23,positive control (hit),6481,0.77
10/12/21,14824-DR01,I01,positive control (hit),6720,0.77
10/12/21,14824-DR01,I23,positive control (hit),6569,0.77
10/12/21,14824-DR01,J01,positive control (hit),6472,0.77
10/12/21,14824-DR01,J23,positive control (hit),6528,0.77
10/12/21,14824-DR01,K01,positive control (hit),7401,0.77
10/12/21,14824-DR01,K23,positive control (hit),6639,0.77
10/12/21,14824-DR01,L01,positive control (hit),6504,0.77
10/12/21,14824-DR01,L23,positive control (hit),6579,0.77
10/12/21,14824-DR01,M01,positive control (hit),7401,0.77
10/12/21,14824-DR01,M23,positive control (hit),6734,0.77
10/12/21,14824-DR01,N01,positive control (hit),6534,0.77
10/12/21,14824-DR01,N23,positive control (hit),6651,0.77
10/12/21,14824-DR01,O01,positive control (hit),6892,0.77
10/12/21,14824-DR01,O23,positive control (hit),6506,0.77
10/12/21,14824-DR01,P01,positive control (hit),6290,0.77
10/12/21,14824-DR01,P23,positive control (hit),6546,0.77
10/12/21,14824-DR02,A01,positive control (hit),7152,0.79
10/12/21,14824-DR02,A23,positive control (hit),6481,0.79
10/12/21,14824-DR02,B01,positive control (hit),6490,0.79
10/12/21,14824-DR02,B23,positive control (hit),6320,0.79
10/12/21,14824-DR02,C01,positive control (hit),6986,0.79
10/12/21,14824-DR02,C23,positive control (hit),6446,0.79
10/12/21,14824-DR02,D01,positive control (hit),6350,0.79
10/12/21,14824-DR02,D23,positive control (hit),6301,0.79
10/12/21,14824-DR02,E01,positive control (hit),7012,0.79
10/12/21,14824-DR02,E23,positive control (hit),6451,0.79
10/12/21,14824-DR02,F01,positive control (hit),6483,0.79
10/12/21,14824-DR02,F23,positive control (hit),6482,0.79
