,theta,mean,std,lower,upper
0,theta1,2.2969418419956495,0.14131122135019533,2.155630620645454,2.438253063345845
1,theta2,1.258112914158995,0.04371796826830125,1.2143949458906937,1.3018308824272964
2,theta3,0.0005744035290880717,3.137950892761803e-05,0.0005430240201604536,0.0006057830380156897
3,theta4,0.0024221462213393995,8.373499651325816e-05,0.0023384112248261415,0.0025058812178526575
