,theta,mean,std,lower,upper
0,theta1,0.38530822296672984,0.02300584863278464,0.3623023743339452,0.4083140715995145
1,theta2,0.6081545855663795,0.027896798489979505,0.5802577870764,0.636051384056359
2,theta3,0.0004310772496176695,1.783827108245179e-05,0.0004132389785352177,0.0004489155207001213
3,theta4,0.0017887279727222046,8.09721275465694e-05,0.0017077558451756352,0.001869700100268774
