,theta,mean,std,lower,upper
0,theta1,,,,
1,theta2,,,,
2,theta3,0.000597450716980004,6.39409600478631e-06,0.0005910566209752177,0.0006038448129847904
3,theta4,0.0022062007892016855,0.00013666261890344695,0.0020695381702982387,0.0023428634081051323
