,theta,mean,std,lower,upper
0,theta1,,,,
1,theta2,1.2590667828098638,0.04442829468623109,1.2146384881236327,1.303495077496095
2,theta3,0.00047664993008975445,1.5659037040664668e-05,0.0004609908930490898,0.0004923089671304192
3,theta4,0.002035541941652276,6.220654225692515e-05,0.001973335399395351,0.0020977484839092013
