,theta3,theta4
0,-6.025139612108671,0.9607392905340836
1,-6.063576682435426,1.0590222208227589
2,-6.074549002419914,1.0130035352076987
3,-6.072357714997201,0.9340576255649881
4,-6.0645954184978965,1.0225739608434394
5,-6.110531150186677,0.9387230003023612
6,-6.111189811538524,1.0678336429371782
7,-6.087361427460623,0.9813703298297031
8,-6.118708562009676,1.012763958633805
9,-6.107774739443025,0.9006715348615695
10,-6.0744987308446765,0.9903066267991405
11,-6.056456821589141,1.0976492694741822
12,-6.088478279792979,0.9387121691355277
13,-6.050077946556916,1.0049220229300422
14,-6.056058326264024,0.9756738774312135
15,-6.056118493433652,0.9521572238180719
16,-6.0590400900954675,0.978546322160191
17,-6.089650534845329,1.044474654416508
18,-6.103428247807404,0.9597077062568418
19,-6.0520256864083555,0.9931221835766842
20,-6.069456925999718,1.0030876567259435
21,-6.095570285914479,0.9939463735149272
22,-6.081643646062778,1.0034567163551995
23,-6.025890210700877,1.0304054841629398
24,-6.055581911896747,1.066342509082366
25,-6.08903187109668,1.0064958693145314
26,-6.096004458514623,1.013882102831004
27,-6.049958953883846,1.04802199993483
28,-6.0878424886718525,1.0607379592935269
29,-6.067818872974093,1.0877299378581642
30,-6.090841140521725,0.9438528542769009
31,-6.095885543174758,0.9846749617499571
32,-6.056661233797048,1.106125206884985
33,-6.06154761552344,1.0017666414099249
34,-6.123312054567563,1.064505231739505
35,-6.044375347434707,1.0849977960135948
36,-6.070461448797037,0.9352984643221602
37,-6.076378374982344,1.003741321219509
38,-6.06821735643749,1.1292898829825464
39,-6.070372171011108,1.0395685371544316
40,-6.091195953566541,1.0297114431638636
41,-6.0590492330634875,1.0888713042248257
42,-6.05604599740561,1.0686479651207952
43,-6.060391140904068,1.0651000433128397
44,-6.0568218785121735,1.0303688325779667
45,-6.101918543060355,1.015294110227116
46,-6.047918446251372,1.0461367283301142
47,-6.074118597442363,0.9482904048550108
48,-6.106304080286883,1.0075202225396123
49,-6.070702449414781,0.9676545305968874
50,-6.065151609136283,1.1063021561034818
51,-6.069237530860123,1.0399016200514637
52,-6.042747779919252,0.9778916365554035
53,-6.062048407580028,1.043911091009062
54,-6.098770012232479,1.1001422074465754
55,-6.068570207475037,1.0292554281814263
56,-6.043495780293011,0.9210414448320065
57,-6.078831612919003,0.9876390125822976
58,-6.078658618964706,1.0062818479790088
59,-6.072803624418239,1.0587195102634068
60,-6.077222909145052,1.0572703344229235
61,-6.0616992788509,0.9271695767239493
62,-6.116951447424515,0.9132939215738184
63,-6.060114928880915,0.9795994324836582
64,-6.061092101256529,0.9970960941275635
65,-6.0886325298207336,1.0413959873383605
66,-6.0630744943082675,0.9077490900068024
67,-6.060732223493089,1.000366918620052
68,-6.112029659052533,0.9466152113584744
69,-6.060048623463951,0.9736337850717647
70,-6.086085178902585,1.0113539298958274
71,-6.051095606478649,1.011409307165216
72,-6.107408472825101,0.9526883538285964
73,-6.082437524181748,0.9879888130529402
74,-6.071705392739598,1.0243288725700421
75,-6.029514372899042,0.9946227357421061
76,-6.06333245323809,1.0359691815265144
77,-6.083767606236908,0.9382328568086804
78,-6.08225864401394,0.9535613731567352
79,-6.102337521008796,0.9984007962140008
80,-6.087271858238253,0.9517209363934485
81,-6.061632785267301,0.9774096611435334
